ft_equipment_id,ft_facility_code,ft_item_type,ft_library_id,ft_model_name,ft_manu_name,ft_serial_num,ft_power_source,ft_ref_gas_type,fi_cfc_free,fn_dimh_4deg,fn_diml_4deg,fn_dimw_4deg,fn_gross_volume_4deg,fn_net_volume_4deg,fn_dimh_20deg,fn_diml_20deg,fn_dimw_20deg,fn_gross_volume_20deg,fn_net_volume_20deg,fi_supply_year,fi_supply_source,fi_operating_cond,fi_work_status,fn_temp_high,fn_temp_low,fi_food,fi_tagged,fi_installation,ft_comment,fn_temp_monitor,fi_temp_none,fi_temp_dial,fi_temp_stem,fi_temp_30_visual,fi_temp_30_sms,fi_temp_number,ft_work_remarks,fn_not_work_spare_parts,fn_not_work_finance,fn_not_work_fuel,fn_not_work_boarded,fn_days_8,fn_days_2
R-000037,13523,CREG,E321M,RCW 42 EG,Dometic,8470054,EG,NH3,1,,,,40,10.5,,,,1.6,0,1987,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000111,13524,CREG,E321M,RCW 42 EG,Dometic,0390023,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,3,3,,,,0,,,3,,,,,,,,,,,,,
R-000024,13525,CREG,E321M,RCW 42 EG,Dometic,8350565,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000010,13526,CREG,E321M,RCW 42 EG,Dometic,1350325,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000007,13528,ILR,E003007,MK304,Vestfrost,8282462,E,R134A,1,,,,218,105,,,,0,0,2009,,2,1,,,,0,,,4,,,,,,,,,,,,,
R-000008,13528,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1980,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000005,13529,CREG,E321M,RCW 42 EG,Dometic,8350529,EG,NH3,1,,,,40,10.5,,,,1.6,0,1990,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000006,13530,CREG,E321M,RCW 42 EG,Dometic,0290716,EG,NH3,1,,,,40,10.5,,,,1.6,0,1990,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000033,13532,CREG,E321M,RCW 42 EG,Dometic,9205138,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000057,13534,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,747720,E,Unknown,1,,,,68.7,24,,,,7.75,0,2011,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000005,13536,CREG,E321M,RCW 42 EG,Dometic,7350302,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000023,13538,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000031,13540,CREG,E388M,RCW 50 EG,Dometic,6430072,EG,NH3,1,,,,70,24,,,,0,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000043,13541,CREG,E321M,RCW 42 EG,Dometic,8350589,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000027,13544,CREG,E321M,RCW 42 EG,Dometic,7180425,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,2,2,,,,0,,,3,,,,,,,,,,,,,
R-000003,13545,CREG,E321M,RCW 42 EG,Dometic,8419062,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000014,13546,CREG,E321M,RCW 42 EG,Dometic,0270504,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000041,13547,CREG,E321M,RCW 42 EG,Dometic,7500306,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000039,13548,CREG,E321M,RCW 42 EG,Dometic,4033456,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000058,13549,CREG,E321M,RCW 42 EG,Dometic,7070231,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,1,,,,,,,,,,,,,
R-000026,13550,CREG,E321M,RCW 42 EG,Dometic,0260785,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000063,13551,CREG,E321M,RCW 42 EG,Dometic,8410049,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000044,13552,CREG,E321M,RCW 42 EG,Dometic,8271004,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000008,13556,CREG,E321M,RCW 42 EG,Dometic,8340676,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000022,13558,CREG,E321M,RCW 42 EG,Dometic,0270484,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000035,13559,CREG,E321M,RCW 42 EG,Dometic,8470041,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000002,13561,CREG,E321M,RCW 42 EG,Dometic,UNKNOWN,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000036,13564,CREG,E321M,RCW 42 EG,Dometic,8412757,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000030,13565,CREG,E321M,RCW 42 EG,Dometic,8350499,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,1,,,,,,,,,,,,,
R-000016,13569,CREG,E321M,RCW 42 EG,Dometic,0290673,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000023,13574,CREG,E321M,RCW 42 EG,Dometic,0290689,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000061,13577,CREG,E321M,RCW 42 EG,Dometic,8550566,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,1,,,,,,,,,,,,,
R-000112,13579,CREG,E321M,RCW 42 EG,Dometic,0290643,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000065,13581,CREG,E321M,RCW 42 EG,Dometic,7500294,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000017,13582,CREG,E321M,RCW 42 EG,Dometic,4024523,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000024,13583,CREG,E321M,RCW 42 EG,Dometic,8350560,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000031,13584,CREG,E321M,RCW 42 EG,Dometic,8350510,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000098,13585,CREG,E321M,RCW 42 EG,Dometic,92051,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,3,,,,0,,,3,,,,,,,,,,,,,
R-000012,13587,CREG,E321M,RCW 42 EG,Dometic,7480048,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000058,13588,CREG,E321M,RCW 42 EG,Dometic,920512,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000025,13589,CREG,E321M,RCW 42 EG,Dometic,0440135,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000063,13590,CREG,E321M,RCW 42 EG,Dometic,0280785,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000110,13591,CREG,E321M,RCW 42 EG,Dometic,0270528,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000020,13592,CREG,E321M,RCW 42 EG,Dometic,402352,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000001,13594,CREG,E321M,RCW 42 EG,Dometic,847007,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,3,,,,0,,,3,,,,,,,,,,,,,
R-000006,13594,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1997,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000007,13594,ILR,E324M,TCW 1152,Dometic,02340031,E,R134a,1,,,,250,169,,,,0,0,2003,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000008,13594,ILR,E3107,TCW 3000,Dometic,8232583,E,R134A,1,,,,278,126.5,,,,0,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000009,13594,ILR,E003007,MK304,Vestfrost,20082562477,E,R134A,1,,,,218,105,,,,0,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000010,13594,CREG,E388M,RCW 50 EG,Dometic,6430049,EG,NH3,1,,,,70,24,,,,0,0,1998,,3,3,,,,0,,,,,,,,,,,,,,,,
R-000011,13594,CFAC,E398M,MF 314,Vestfrost,83419002,E,R134a,1,,,,0,0,,,,323,264,2001,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000012,13594,UREG,E390M,GR 245 G/E,Zero,21764,EG,NH3,1,,,,107,18,,,,20,0,2010,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000045,13596,URAC,NP0002,domestic fridge without freezer,domestic manufacturer,60800080,E,Unknown,1,,,,103,30,,,,0,0,2008,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000007,13597,CREG,E321M,RCW 42 EG,Dometic,920512,EG,NH3,1,,,,40,10.5,,,,1.6,0,1997,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000048,13604,CREG,E321M,RCW 42 EG,Dometic,7350238,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000015,13606,CREG,E321M,RCW 42 EG,Dometic,6390463,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000018,13607,CREG,E321M,RCW 42 EG,Dometic,0440118,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000817,13608,CREG,E388M,RCW 50 EG,Dometic,6430069,EG,NH3,1,,,,70,24,,,,0,0,2009,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000113,13609,SPR,E331M,RCW 42 DC,Dometic,0280799,S,R134a,1,,,,27,14,,,,0,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000034,13611,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000003,13613,CREG,E321M,RCW 42 EG,Dometic,7350303,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,1,,,,0,,,2,,,,,,,,,,,,,
R-000000,13614,CREG,E321M,RCW 42 EG,Dometic,8340694,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000026,13615,CREG,E321M,RCW 42 EG,Dometic,0280762,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000025,13617,CREG,E321M,RCW 42 EG,Dometic,8350542,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000021,13619,CREG,E321M,RCW 42 EG,Dometic,8340647,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,1,,,,,,,,,,,,,
R-000013,13620,CREG,E321M,RCW 42 EG,Dometic,8360324,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000020,13621,CREG,E321M,RCW 42 EG,Dometic,8370422,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000016,13623,CREG,E321M,RCW 42 EG,Dometic,8470045,EG,NH3,1,,,,40,10.5,,,,1.6,0,1994,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000022,13624,CREG,E321M,RCW 42 EG,Dometic,14833446,EG,NH3,1,,,,40,10.5,,,,1.6,0,1998,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000025,13625,CREG,E321M,RCW 42 EG,Dometic,0280784,EG,NH3,1,,,,40,10.5,,,,1.6,0,1993,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000043,13626,CREG,E321M,RCW 42 EG,Dometic,8480042,EG,NH3,1,,,,40,10.5,,,,1.6,0,1985,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000026,13628,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1995,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000001,13631,UREG,E384M,V 170 GE,Sibir,83600030,EG,NH3,1,,,,170,55,,,,47,36,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000002,13631,ILR,E003010,MK 074,Vestfrost,74111227,E,R134a,1,,,,54,16,,,,10,0,2007,,1,1,,,,0,,,,,,,,,,,,,,,,
R-000051,13632,URAC,NP0001,domestic fridge with freezer,domestic manufacturer,505TRFK00067,E,Unknown,1,,,,68.7,24,,,,7.75,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000049,13634,CREG,E321M,RCW 42 EG,Dometic,0270540,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000018,13635,IFEK,E3102M,GR 265 EK,Zero,00108055,EK,NH3,1,,,,0,0,,,,215,16,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000047,13638,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1987,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000041,13640,CREG,E321M,RCW 42 EG,Dometic,9350721,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000021,13641,CREG,E321M,RCW 42 EG,Dometic,140981,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000063,13642,CREG,E321M,RCW 42 EG,Dometic,6390457,EG,NH3,1,,,,40,10.5,,,,1.6,0,2010,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000003,13644,CREG,E321M,RCW 42 EG,Dometic,0280729,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000042,13645,CREG,E321M,RCW 42 EG,Dometic,8340659,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,3,,,,0,,,2,,,,,,,,,,,,,
R-000013,13646,CREG,E321M,RCW 42 EG,Dometic,8350512,EG,NH3,1,,,,40,10.5,,,,1.6,0,1982,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000100,13647,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000017,13648,CREG,E321M,RCW 42 EG,Dometic,9205127,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000030,13649,IFAC,E003004,TFW 800,Dometic,500986,E,R134A,1,,,,0,0,,,,247,0,1985,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000071,13650,CREG,E321M,RCW 42 EG,Dometic,7350216,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000067,13651,CREG,E388M,RCW 50 EG,Dometic,8370649,EG,NH3,1,,,,70,24,,,,0,0,2010,,3,3,,,,0,,,1,,,,,,,,,,,,,
R-000001,13652,CREG,E321M,RCW 42 EG,Dometic,9205138,EG,NH3,1,,,,40,10.5,,,,1.6,0,1980,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000019,13653,CREG,E321M,RCW 42 EG,Dometic,647082,EG,NH3,1,,,,40,10.5,,,,1.6,0,1990,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000116,13654,CREG,E321M,RCW 42 EG,Dometic,7220409,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000064,13655,CREG,E321M,RCW 42 EG,Dometic,8270995,EG,NH3,1,,,,40,10.5,,,,1.6,0,1980,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000007,13656,CREG,E321M,RCW 42 EG,Dometic,9140543,EG,NH3,1,,,,40,10.5,,,,1.6,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000014,13657,CREG,E388M,RCW 50 EG,Dometic,6430044,EG,NH3,1,,,,70,24,,,,0,0,2007,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000051,13658,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,1985,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000021,13660,CREG,E321M,RCW 42 EG,Dometic,7500291,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000015,13662,CREG,E321M,RCW 42 EG,Dometic,8486168,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000009,13663,CREG,E321M,RCW 42 EG,Dometic,905138,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000018,13665,CREG,E321M,RCW 42 EG,Dometic,4032502,EG,NH3,1,,,,40,10.5,,,,1.6,0,1998,,1,2,,,,0,,,3,,,,,,,,,,,,,
R-000003,13666,CREG,E321M,RCW 42 EG,Dometic,7480419,EG,NH3,1,,,,40,10.5,,,,1.6,0,1999,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000015,136662,CREG,E321M,RCW 42 EG,Dometic,8486168,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000007,13667,UREG,E384M,V 170 GE,Sibir,82600007,EG,NH3,1,,,,170,55,,,,47,36,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000000,13668,CRAC,E394M,RCW 50 AC,Dometic,4210942,E,R134a,1,,,,70,24,,,,9,0,1998,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000001,13668,CRAC,E394M,RCW 50 AC,Dometic,2220902,E,R134a,1,,,,70,24,,,,9,0,2005,,2,2,,,,0,,,1,,,,,,,,,,,,,
R-000026,13670,CREG,E321M,RCW 42 EG,Dometic,4023999,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000015,13673,CREG,E321M,RCW 42 EG,Dometic,8340675,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000029,13674,CREG,E321M,RCW 42 EG,Dometic,0270455,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000037,13675,IFEK,E3102M,GR 265 EK,Zero,701LPLY200058,EK,NH3,1,,,,0,0,,,,215,16,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000028,13676,CREG,E321M,RCW 42 EG,Dometic,0290727,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000053,13678,CREG,E321M,RCW 42 EG,Dometic,8410061,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000040,13683,CREG,E321M,RCW 42 EG,Dometic,8412757,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000001,13684,CREG,E321M,RCW 42 EG,Dometic,8350552,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,2,,,,0,,,2,,,,,,,,,,,,,
R-000004,13687,CREG,E321M,RCW 42 EG,Dometic,7220430,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000021,13688,CREG,E321M,RCW 42 EG,Dometic,7080191,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000115,13689,CREG,E321M,RCW 42 EG,Dometic,0260783,EG,NH3,1,,,,40,10.5,,,,1.6,0,2002,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000093,13691,CREG,E321M,RCW 42 EG,Dometic,7350287,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000038,13692,CREG,E321M,RCW 42 EG,Dometic,7492213,EG,NH3,1,,,,40,10.5,,,,1.6,0,2000,,3,2,,,,0,,,2,,,,,,,,,,,,,
R-000024,13693,CREG,E321M,RCW 42 EG,Dometic,0440129,EG,NH3,1,,,,40,10.5,,,,1.6,0,1987,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000010,13694,CREG,E321M,RCW 42 EG,Dometic,0270492,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000045,13695,CREG,E321M,RCW 42 EG,Dometic,8489169,EG,NH3,1,,,,40,10.5,,,,1.6,0,1996,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000019,13696,CREG,E321M,RCW 42 EG,Dometic,7350280,EG,NH3,1,,,,40,10.5,,,,1.6,0,1986,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000018,13697,CREG,E321M,RCW 42 EG,Dometic,8470071,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000046,13698,CREG,E321M,RCW 42 EG,Dometic,7500313,EG,NH3,1,,,,40,10.5,,,,1.6,0,1992,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000096,13700,CREG,E321M,RCW 42 EG,Dometic,0290635,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000097,13701,CREG,E321M,RCW 42 EG,Dometic,7350343,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000021,13703,CREG,E388M,RCW 50 EG,Dometic,8390722,EG,NH3,1,,,,70,24,,,,0,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000107,13704,IFEK,E3102M,GR 265 EK,Zero,21811,EK,NH3,1,,,,0,0,,,,215,16,2010,,2,1,,,,0,,,2,,,,,,,,,,,,,
R-000108,13704,CREG,E321M,RCW 42 EG,Dometic,7480409,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000069,13705,CREG,E321M,RCW 42 EG,Dometic,6430122,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000003,13708,CREG,E321M,RCW 42 EG,Dometic,0250853,EG,NH3,1,,,,40,10.5,,,,1.6,0,1997,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000096,13709,CREG,E321M,RCW 42 EG,Dometic,8480038,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000015,13710,CREG,E321M,RCW 42 EG,Dometic,,EG,NH3,1,,,,40,10.5,,,,1.6,0,2004,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000010,13711,CREG,E321M,RCW 42 EG,Dometic,8470037,EG,NH3,1,,,,40,10.5,,,,1.6,0,1989,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000033,137113,CREG,E321M,RCW 42 EG,Dometic,6390478,EG,NH3,1,,,,40,10.5,,,,1.6,0,1996,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000023,13712,CREG,E321M,RCW 42 EG,Dometic,0280782,EG,NH3,1,,,,40,10.5,,,,1.6,0,1999,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000033,13713,CREG,E321M,RCW 42 EG,Dometic,6390478,EG,NH3,1,,,,40,10.5,,,,1.6,0,1996,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000013,13714,CREG,E388M,RCW 50 EG,Dometic,6430083,EG,NH3,1,,,,70,24,,,,0,0,2001,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000013,13716,CREG,E321M,RCW 42 EG,Dometic,8350523,EG,NH3,1,,,,40,10.5,,,,1.6,0,2009,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000023,13718,CREG,E321M,RCW 42 EG,Dometic,0290638,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000011,13719,CREG,E321M,RCW 42 EG,Dometic,9205127,EG,NH3,1,,,,40,10.5,,,,1.6,0,1980,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000042,13721,CREG,E321M,RCW 42 EG,Dometic,8350515,EG,NH3,1,,,,40,10.5,,,,1.6,0,1999,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000011,13723,CREG,E321M,RCW 42 EG,Dometic,7350223,EG,NH3,1,,,,40,10.5,,,,1.6,0,2006,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000036,13724,CREG,E321M,RCW 42 EG,Dometic,7350289,EG,NH3,1,,,,40,10.5,,,,1.6,0,1995,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000013,13725,CREG,E321M,RCW 42 EG,Dometic,7080182,EG,NH3,1,,,,40,10.5,,,,1.6,0,2008,,3,3,,,,0,,,3,,,,,,,,,,,,,
R-000002,13727,CREG,E321M,RCW 42 EG,Dometic,0270539,EG,NH3,1,,,,40,10.5,,,,1.6,0,2005,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000027,13728,CREG,E321M,RCW 42 EG,Dometic,8340445,EG,NH3,1,,,,40,10.5,,,,1.6,0,2007,,1,1,,,,0,,,3,,,,,,,,,,,,,
R-000021,13729,CREG,E321M,RCW 42 EG,Dometic,7500318,EG,NH3,1,,,,40,10.5,,,,1.6,0,2003,,1,1,,,,0,,,2,,,,,,,,,,,,,
R-000086,13731,CREG,E321M,RCW 42 EG,Dometic,7492221,EG,NH3,1,,,,40,10.5,,,,1.6,0,1999,,2,1,,,,0,,,3,,,,,,,,,,,,,
R-000030,13732,CREG,E321M,RCW 42 EG,Dometic,7350287,EG,NH3,1,,,,40,10.5,,,,1.6,0,1987,,1,1,,,,0,,,3,,,,,,,,,,,,,
